,yearID,playerID,salary,ADJ Salary,GS,InnOuts,PO,A,E,DP,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
1747,1989,gibsoki01,1333333,2782913.283,66,1736,146,3,3,2,LAN,NL,71,253,35,54,8,2,9,28,12,3,35,55,5,2,0,2,5
1748,1989,gonzajo02,90000,187846.6935,62,1845,171,8,6,2,LAN,NL,95,261,31,70,11,2,3,18,9,3,23,53,5,0,1,1,2
1749,1989,griffal01,1000000,2087185.484,126,3385,208,333,14,69,LAN,NL,136,506,49,125,27,2,0,29,10,7,29,57,2,0,11,1,5
1750,1989,gwynnch01,80000,166974.8387,13,361,26,1,0,1,LAN,NL,32,68,8,16,4,1,0,7,1,0,2,9,0,0,2,1,1
1751,1989,hamilje01,150000,313077.8226,140,3775,139,233,19,29,LAN,NL,151,548,45,134,35,1,12,56,0,0,20,71,5,3,4,6,10
1752,1989,harrile01,71000,148190.1694,73,2178,147,168,15,32,CIN,NL,61,188,17,42,4,0,2,11,10,6,9,20,0,1,1,0,5
1753,1989,harrile01,71000,148190.1694,73,2178,147,168,15,32,LAN,NL,54,147,19,37,6,1,1,15,4,3,11,13,0,1,0,0,9
1754,1989,hatchmi01,450000,939233.4677,51,1264,89,21,4,7,LAN,NL,94,224,18,66,9,2,2,25,1,2,13,16,3,1,0,6,7
1755,1989,marshmi02,1100000,2295904.032,98,2566,179,2,4,0,LAN,NL,105,377,41,98,21,1,11,42,2,5,33,78,4,5,0,4,8
1756,1989,murraed02,2331062,4865358.768,159,4264,1316,137,6,122,LAN,NL,160,594,66,147,29,1,20,88,7,2,87,85,24,2,0,7,11
1757,1989,randowi01,875000,1826287.298,139,3722,260,412,9,85,LAN,NL,145,549,62,155,18,0,2,36,7,6,71,51,2,4,4,5,11
1758,1989,sciosmi01,1100000,2295904.032,121,3192,822,82,11,12,LAN,NL,133,408,40,102,16,0,10,44,0,2,52,29,14,3,7,1,4
1759,1989,sharpmi01,90000,187846.6935,2,108,11,8,0,2,LAN,NL,27,28,2,7,3,0,0,5,0,1,4,7,1,0,1,1,1
1760,1989,shelbjo01,550000,1147952.016,86,2485,220,3,2,1,LAN,NL,108,345,28,63,11,1,1,12,10,7,25,92,5,0,0,1,6
1761,1989,stubbfr01,345000,720078.9919,22,604,70,5,3,5,LAN,NL,69,103,11,30,6,0,4,15,3,2,16,27,2,0,1,0,3
1762,1989,valenfe01,1850000,3861293.145,0,5,2,0,0,0,LAN,NL,34,66,3,12,2,0,0,6,0,0,0,11,0,0,7,0,0
1763,1989,backmwa01,750000,1565389.113,79,1967,146,187,6,37,MIN,AL,87,299,33,69,9,2,1,26,1,1,32,45,0,1,4,1,4
1764,1989,bushra01,550000,1147952.016,104,2698,339,14,3,14,MIN,AL,141,391,60,103,17,4,14,54,5,8,48,73,6,3,0,2,16
1765,1989,castica01,432500,902707.7218,52,1283,119,3,3,1,MIN,AL,94,218,23,56,13,3,8,33,1,2,15,40,1,1,4,2,5
1766,1989,dwyerji01,200000,417437.0968,0,3,0,0,0,0,MIN,AL,88,225,34,71,11,0,3,23,2,0,28,23,1,0,0,1,6
1767,1989,dwyerji01,200000,417437.0968,0,3,0,0,0,0,MON,NL,13,10,1,3,1,0,0,2,0,0,1,1,0,0,0,0,0
1768,1989,gaettga01,2400000,5009245.161,125,3211,115,253,10,24,MIN,AL,130,498,63,125,11,4,19,75,6,2,25,87,5,3,1,9,12
1769,1989,gagnegr01,570000,1189695.726,130,3433,218,389,18,66,MIN,AL,149,460,69,125,29,7,9,48,11,4,17,80,0,2,7,5,10
1770,1989,gladdda01,610000,1273183.145,110,2898,245,8,9,3,MIN,AL,121,461,69,136,23,3,8,46,23,7,23,53,3,5,5,7,6
1771,1989,halech01,68000,141928.6129,14,401,15,40,1,8,MIN,AL,28,67,6,14,3,0,0,4,0,0,1,6,0,0,1,2,0
1772,1989,harpebr01,147500,307859.8589,87,2339,462,36,11,7,MIN,AL,126,385,43,125,24,0,8,57,2,4,13,16,3,6,4,4,11
1773,1989,hrbekke01,1560000,3256009.355,86,2203,723,60,4,66,MIN,AL,109,375,59,102,17,0,25,84,3,0,53,35,4,1,1,4,6
1774,1989,larkige01,145000,302641.8952,85,2161,524,28,4,45,MIN,AL,136,446,61,119,25,1,6,46,5,2,54,57,6,9,5,6,13
1775,1989,laudnti01,700000,1461029.839,57,1553,347,16,3,5,MIN,AL,100,239,24,53,11,1,6,27,1,0,25,65,0,0,4,2,7
1776,1989,mosesjo01,180000,375693.3871,49,1630,168,3,2,0,MIN,AL,129,242,33,68,12,3,1,31,14,7,19,23,1,1,3,2,5
1777,1989,newmaal01,180000,375693.3871,114,3074,191,282,16,58,MIN,AL,141,446,62,113,18,2,0,38,25,12,59,46,0,2,10,4,3
1778,1989,puckeki01,2000000,4174370.968,154,3985,438,13,4,3,MIN,AL,159,635,75,215,45,4,9,85,11,4,41,59,9,3,0,5,21
1779,1989,batesbi01,68000,141928.6129,3,111,14,16,2,7,ML4,AL,7,14,3,3,0,0,0,0,2,0,0,1,0,0,0,0,2
1780,1989,bragggl01,205000,427873.0242,123,3329,267,6,8,1,ML4,AL,144,514,77,127,12,3,15,66,17,5,42,111,4,4,3,7,13
1781,1989,brockgr01,700000,1461029.839,93,2466,850,58,5,86,ML4,AL,107,373,40,99,16,0,12,52,6,1,43,49,8,3,2,1,10
1782,1989,crimch01,245000,511360.4435,0,0,0,0,0,0,ML4,AL,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,1989,deerro01,760000,1586260.968,123,3191,267,10,8,1,ML4,AL,130,466,72,98,18,2,26,65,4,8,60,158,5,4,0,2,8
1784,1989,feldemi01,97500,203500.5847,75,2145,203,24,4,7,ML4,AL,117,315,50,76,11,3,3,23,26,5,23,38,2,0,7,0,4
1785,1989,francte01,245000,511360.4435,37,1123,339,26,4,32,ML4,AL,90,233,26,54,10,1,3,23,2,1,8,20,3,0,1,2,4
1786,1989,gantnji01,900000,1878466.935,109,2859,241,362,8,88,ML4,AL,116,409,51,112,18,3,0,34,20,6,21,33,2,10,8,5,10
1787,1989,meyerjo01,95000,198282.621,14,297,100,7,2,14,ML4,AL,53,147,13,33,6,0,7,29,1,0,12,36,1,0,0,5,2
1788,1989,molitpa01,2100000,4383089.516,127,3274,106,287,18,27,ML4,AL,155,615,84,194,35,4,11,56,27,11,64,67,4,4,4,9,11
1789,1989,obriech01,90000,187846.6935,61,1587,314,36,5,5,ML4,AL,62,188,22,44,10,0,6,35,0,0,21,11,1,9,8,0,11
1790,1989,polidgu01,130000,271334.1129,44,1299,78,123,12,20,ML4,AL,79,175,15,34,7,0,0,14,3,0,6,18,0,2,3,0,6
1791,1989,sheffga01,90000,187846.6935,91,2319,100,238,16,44,ML4,AL,95,368,34,91,18,0,5,32,10,6,27,33,0,4,3,3,4
1792,1989,spierbi01,68000,141928.6129,90,2454,164,295,21,62,ML4,AL,114,345,44,88,9,3,4,33,10,2,21,63,1,1,4,2,2
1793,1989,surhobj01,185000,386129.3145,104,2785,530,58,10,7,ML4,AL,126,436,42,108,17,4,5,55,14,12,25,29,1,3,3,10,8
1794,1989,vaughgr01,68000,141928.6129,21,479,32,1,2,0,ML4,AL,38,113,18,30,3,0,5,23,4,1,13,23,0,0,0,2,0
1795,1989,yountro01,1150000,2400263.306,144,3695,361,8,7,2,ML4,AL,160,614,101,195,38,9,21,103,19,3,63,71,9,6,3,4,9
1796,1989,aldremi01,202500,422655.0605,28,845,109,9,1,8,MON,NL,76,136,12,30,8,1,1,12,1,3,19,30,0,1,1,2,4
1797,1989,brookhu01,950000,1982826.21,139,3492,234,6,9,2,MON,NL,148,542,56,145,30,1,14,70,6,11,39,108,2,4,0,8,15
1798,1989,fitzgmi02,335000,699207.1371,73,2060,465,44,8,5,MON,NL,100,290,33,69,18,2,7,42,3,4,35,61,3,2,2,2,8
1799,1989,foleyto02,320000,667899.3548,99,2690,203,317,8,58,MON,NL,122,375,34,86,19,2,7,39,2,3,45,53,4,3,4,4,2
1800,1989,galaran01,865000,1805415.444,142,3866,1335,91,11,97,MON,NL,152,572,76,147,30,1,23,85,12,5,48,158,10,13,0,3,12
1801,1989,garcida01,200000,417437.0968,46,1228,86,157,7,25,MON,NL,80,203,26,55,9,1,3,18,5,4,15,20,1,0,1,3,6
1802,1989,grissma02,68000,141928.6129,19,493,32,1,2,0,MON,NL,26,74,16,19,2,0,1,2,1,0,12,21,0,0,1,0,1
1803,1989,hudlere01,90000,187846.6935,27,909,59,59,7,13,MON,NL,92,155,21,38,7,0,6,13,15,4,6,23,2,1,0,0,2
1804,1989,johnswa03,177000,369431.8306,13,338,130,7,4,8,MON,NL,85,114,9,31,3,1,2,17,1,0,7,12,0,0,2,2,2
1805,1989,martida01,185000,386129.3145,91,2487,199,7,7,1,MON,NL,126,361,41,99,16,7,3,27,23,4,27,57,2,0,7,1,1
1806,1989,nixonot01,177500,370475.4234,52,1678,160,2,2,0,MON,NL,126,258,41,56,7,2,0,21,37,12,33,36,1,0,2,0,4
1807,1989,owensp01,565000,1179259.798,140,3637,232,388,13,65,MON,NL,142,437,52,102,17,4,6,41,3,2,76,44,25,3,3,3,11
1808,1989,raineti01,2104889,4393293.766,138,3674,253,7,1,0,MON,NL,145,517,76,148,29,6,9,60,41,9,93,48,18,3,0,5,8
1809,1989,santone01,98500,205587.7702,83,2219,564,66,12,8,MON,NL,97,304,30,76,14,1,5,31,2,1,24,37,2,3,2,4,12
1810,1989,wallati01,950000,1982826.21,152,4073,113,302,18,20,MON,NL,154,573,76,159,42,0,13,77,3,7,58,81,10,1,0,7,21
1811,1989,blowemi01,82000,171149.2097,11,294,9,14,4,3,NYA,AL,13,38,2,10,0,0,0,3,0,0,3,13,0,0,0,0,1
1812,1989,brookto01,475000,991413.1048,40,1149,27,85,7,7,NYA,AL,66,168,14,38,6,0,4,14,1,3,11,27,1,0,3,1,3
1813,1989,espinal01,68000,141928.6129,144,3670,237,471,22,114,NYA,AL,146,503,51,142,23,1,0,41,3,3,14,60,1,1,23,3,14
1814,1989,gerenbo01,70000,146102.9839,56,1463,308,24,3,4,NYA,AL,65,205,26,59,5,1,9,27,0,0,12,44,0,1,6,1,10
1815,1989,hallme01,925000,1930646.573,64,1685,141,3,1,2,NYA,AL,113,361,54,94,9,0,17,58,0,0,21,37,4,0,1,8,9
1816,1989,henderi01,2120000,4424833.226,145,3813,335,6,4,1,NYA,AL,65,235,41,58,13,1,3,22,25,8,56,29,0,1,0,1,0
1817,1989,henderi01,2120000,4424833.226,145,3813,335,6,4,1,OAK,AL,85,306,72,90,13,2,9,35,52,6,70,39,5,2,0,3,8
1818,1989,jeffest01,90000,187846.6935,34,885,82,3,1,1,NYA,AL,10,12,1,1,0,0,0,1,1,1,0,4,0,0,0,0,0
1819,1989,jeffest01,90000,187846.6935,34,885,82,3,1,1,BAL,AL,35,127,19,33,7,0,4,20,9,3,4,22,0,1,0,2,1
1820,1989,kellyro01,80000,166974.8387,133,3485,353,9,6,2,NYA,AL,137,441,65,133,18,3,9,48,35,12,41,89,3,6,8,0,9
1821,1989,kiefest01,95000,198282.621,2,54,1,1,0,0,NYA,AL,5,8,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
1822,1989,mattido01,2200000,4591808.065,142,3719,1276,87,7,143,NYA,AL,158,631,79,191,37,2,23,113,3,0,51,30,18,1,0,10,15
1823,1989,meulehe01,68000,141928.6129,8,213,5,23,4,1,NYA,AL,8,28,2,5,0,0,0,1,0,1,2,8,0,0,0,0,2
1824,1989,paglimi01,575000,1200131.653,101,2643,44,205,17,9,NYA,AL,74,223,19,44,10,0,4,16,1,1,19,43,0,2,0,0,2
1825,1989,paglimi01,575000,1200131.653,101,2643,44,205,17,9,SDN,NL,50,148,12,29,7,0,3,14,2,0,18,39,4,1,1,0,3
1826,1989,phelpke01,655000,1367106.492,5,141,47,1,1,4,NYA,AL,86,185,26,46,3,0,7,29,0,0,27,47,2,0,0,3,2
1827,1989,phelpke01,655000,1367106.492,5,141,47,1,1,4,OAK,AL,11,9,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0
1828,1989,quirkja01,68000,141928.6129,24,647,129,15,1,3,NYA,AL,13,24,0,2,0,0,0,0,0,1,3,5,0,0,0,0,1
1829,1989,quirkja01,68000,141928.6129,24,647,129,15,1,3,OAK,AL,9,10,1,2,0,0,1,1,0,0,0,4,0,0,0,0,0
1830,1989,quirkja01,68000,141928.6129,24,647,129,15,1,3,BAL,AL,25,51,5,11,2,0,0,9,0,1,9,11,0,0,1,1,3
1831,1989,saxst01,1150000,2400263.306,158,4055,312,460,10,117,NYA,AL,158,651,88,205,26,3,5,63,43,17,52,44,2,1,8,5,19
1832,1989,slaugdo01,650000,1356670.565,93,2481,493,44,5,8,NYA,AL,117,350,34,88,21,3,5,38,1,1,30,57,3,5,2,5,9
1833,1989,velarra01,72500,151320.9476,29,784,26,61,4,16,NYA,AL,33,100,12,34,4,2,2,11,0,3,7,14,0,1,3,0,0
1834,1989,wardga01,68000,141928.6129,54,1561,234,16,3,15,NYA,AL,8,17,3,5,1,0,0,1,0,0,3,5,1,0,0,0,1
1835,1989,wardga01,68000,141928.6129,54,1561,234,16,3,15,DET,AL,105,275,24,69,10,2,9,29,1,3,21,54,1,0,1,4,10
1836,1989,carrema01,70000,146102.9839,26,758,57,0,1,0,NYN,NL,68,133,20,41,6,0,6,16,2,3,12,17,0,1,0,0,1
1837,1989,cartega01,2198572,4588827.564,42,1110,266,31,6,6,NYN,NL,50,153,14,28,8,0,2,15,0,0,12,15,0,0,0,1,5
1838,1989,dykstle01,575000,1200131.653,128,3351,332,10,4,0,NYN,NL,56,159,27,43,12,1,3,13,13,1,23,15,0,2,4,4,2
1839,1989,dykstle01,575000,1200131.653,128,3351,332,10,4,0,PHI,NL,90,352,39,78,20,3,4,19,17,11,37,38,1,1,1,1,5
1840,1989,elsteke01,140000,292205.9677,134,3622,235,374,15,63,NYN,NL,151,458,52,106,25,2,10,55,4,3,34,77,11,2,6,8,13
1841,1989,hernake01,2000000,4174370.968,55,1421,405,31,4,22,NYN,NL,75,215,18,50,8,0,4,19,0,3,27,39,3,2,0,0,4
1842,1989,jeffegr01,100500,209762.1411,127,3405,242,280,14,44,NYN,NL,141,508,72,131,28,2,12,56,21,6,39,46,8,5,2,5,16
1843,1989,johnsho01,772500,1612350.786,151,3961,97,217,24,22,NYN,NL,153,571,104,164,41,3,36,101,41,8,77,126,8,1,0,6,4
1844,1989,lyonsba01,115000,240026.3306,61,1668,463,29,10,4,NYN,NL,79,235,15,58,13,0,3,27,0,1,11,28,1,2,1,3,7
1845,1989,magadda01,170000,354821.5323,93,2546,587,89,7,54,NYN,NL,127,374,47,107,22,3,4,41,1,0,49,37,6,1,1,4,2
1846,1989,mazzile01,350000,730514.9194,11,367,66,2,2,3,NYN,NL,48,60,10,11,2,0,2,7,3,0,17,19,0,0,0,0,1
1847,1989,mazzile01,350000,730514.9194,11,367,66,2,2,3,TOR,AL,28,66,12,15,3,0,4,11,2,0,17,16,1,2,0,1,1
1848,1989,mcreyke01,1966666,4104796.727,143,3771,307,10,10,3,NYN,NL,148,545,74,148,25,3,22,85,15,7,46,74,10,1,0,7,8
1849,1989,milleke01,85000,177410.7661,32,912,90,52,5,8,NYN,NL,57,143,15,33,7,0,1,7,6,0,5,27,0,1,3,0,3
1850,1989,omallto01,145000,302641.8952,0,33,2,1,0,0,NYN,NL,9,11,2,6,2,0,0,8,0,0,0,2,0,0,0,0,0
1851,1989,sassema01,95000,198282.621,48,1260,335,19,3,3,NYN,NL,72,182,17,53,14,2,1,22,0,1,7,15,4,0,1,1,3
1852,1989,strawda01,1495000,3120342.298,128,3287,272,4,8,2,NYN,NL,134,476,69,107,26,1,29,77,11,4,61,105,13,1,0,3,4
1853,1989,teufeti01,590000,1231439.435,58,1580,261,112,10,30,NYN,NL,83,219,27,56,7,2,2,15,1,3,32,50,1,1,0,2,4
1854,1989,wilsomo01,1000000,2087185.484,102,2934,263,4,5,1,NYN,NL,80,249,22,51,10,1,3,18,7,4,10,47,3,1,0,2,0
1855,1989,wilsomo01,1000000,2087185.484,102,2934,263,4,5,1,TOR,AL,54,238,32,71,9,1,2,17,12,1,3,37,0,2,3,1,5
1856,1989,beanebi01,70500,147146.5766,20,530,58,3,1,1,OAK,AL,37,79,8,19,5,0,0,11,3,1,0,13,0,0,2,1,2
1857,1989,blankla02,68000,141928.6129,31,856,69,49,1,11,OAK,AL,58,125,22,29,5,1,1,4,5,1,8,31,0,0,3,1,0
1858,1989,cansejo01,1600000,3339496.774,55,1418,119,5,3,2,OAK,AL,65,227,40,61,9,1,17,57,6,3,23,69,4,2,0,6,4
1859,1989,gallemi01,207500,433090.9879,118,3072,211,363,19,86,OAK,AL,133,357,45,90,14,2,3,30,7,5,35,43,0,6,8,3,10
1860,1989,hassero01,600000,1252311.29,70,1860,425,25,4,4,OAK,AL,97,268,29,61,12,0,5,23,1,0,24,45,2,1,1,4,9
1861,1989,hendeda01,850000,1774107.661,145,3895,385,5,9,1,OAK,AL,152,579,77,145,24,3,15,80,8,5,54,131,1,3,1,6,13
1862,1989,javiest01,177500,370475.4234,80,2329,221,8,2,2,OAK,AL,112,310,42,77,12,3,1,28,12,2,31,45,1,1,4,2,6
1863,1989,lansfca01,1375000,2869880.04,141,3694,195,188,13,20,OAK,AL,148,551,81,185,28,2,2,52,37,15,51,25,2,9,1,4,21
1864,1989,mcgwima01,510500,1065508.19,139,3694,1170,114,6,122,OAK,AL,143,490,74,113,17,0,33,95,1,1,83,94,5,3,0,11,23
1865,1989,parkeda01,1125000,2348083.669,1,24,2,0,0,0,OAK,AL,144,553,56,146,27,0,22,97,0,0,38,91,13,1,0,8,21
1866,1989,phillto02,450000,939233.4677,124,3395,193,322,15,55,OAK,AL,143,451,48,118,15,6,4,47,3,8,58,66,2,3,5,7,17
1867,1989,polonlu01,182500,380911.3508,98,2569,231,9,4,2,OAK,AL,59,206,31,59,6,4,1,17,13,4,9,15,0,0,2,1,5
1868,1989,polonlu01,182500,380911.3508,98,2569,231,9,4,2,NYA,AL,66,227,39,71,11,2,2,29,9,4,16,29,1,2,0,3,8
1869,1989,steinte01,350000,730514.9194,114,3026,612,47,11,14,OAK,AL,130,454,37,124,13,1,7,42,1,2,30,66,2,2,2,3,14
1870,1989,weisswa01,180000,375693.3871,71,1953,106,195,15,44,OAK,AL,84,236,30,55,11,0,3,21,6,1,21,39,0,1,5,0,5
1871,1989,daultda01,285000,594847.8629,106,2896,627,56,11,8,PHI,NL,131,368,29,74,12,2,8,44,2,1,52,58,8,2,1,1,4
1872,1989,dernibo01,400000,834874.1935,35,1031,95,1,3,0,PHI,NL,107,187,26,32,5,0,1,13,4,3,14,28,0,0,1,3,1
1873,1989,fordcu01,111000,231677.5887,17,643,46,5,0,0,PHI,NL,108,142,13,31,5,1,1,13,5,3,16,33,0,1,0,2,4
1874,1989,hayesch01,68000,141928.6129,80,2111,51,174,22,15,SFN,NL,3,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1875,1989,hayesch01,68000,141928.6129,80,2111,51,174,22,15,PHI,NL,84,299,26,77,15,1,8,43,3,1,11,49,1,0,2,3,6
1876,1989,hayesvo01,1300000,2713341.129,150,3919,426,47,9,24,PHI,NL,154,540,93,140,27,2,26,78,28,7,101,103,14,4,0,7,7
1877,1989,herrto01,825000,1721928.024,142,3639,281,415,7,80,PHI,NL,151,561,65,161,25,6,2,37,10,7,54,63,2,3,6,2,9
1878,1989,jamesch02,230000,480052.6613,122,3061,215,27,7,4,PHI,NL,45,179,14,37,4,0,2,19,3,1,4,23,0,0,1,1,9
1879,1989,jamesch02,230000,480052.6613,122,3061,215,27,7,4,SDN,NL,87,303,41,80,13,2,11,46,2,1,22,45,2,1,3,2,11
1880,1989,jeltzst01,260000,542668.2258,69,2001,111,205,6,33,PHI,NL,116,263,28,64,7,3,4,25,4,2,45,44,6,1,6,0,6
1881,1989,jonesro02,74000,154451.7258,9,253,27,1,0,1,PHI,NL,12,31,7,9,0,0,2,4,1,0,9,1,1,0,0,0,2
1882,1989,jordari02,95000,198282.621,132,3492,1271,61,9,99,PHI,NL,144,523,63,149,22,3,12,75,4,3,23,62,5,5,0,8,19
1883,1989,lakest01,280000,584411.9355,47,1167,262,33,3,3,PHI,NL,58,155,9,39,5,1,2,14,0,0,12,20,4,0,1,1,6
1884,1989,murphdw01,400000,834874.1935,36,911,69,1,1,1,PHI,NL,98,156,20,34,5,0,9,27,0,1,29,44,2,0,0,0,2
1885,1989,nietoto01,115000,240026.3306,10,232,63,2,0,0,PHI,NL,11,20,1,3,0,0,0,0,0,0,6,7,0,1,0,0,0
1886,1989,samueju01,1450000,3026418.952,133,3440,339,6,4,3,PHI,NL,51,199,32,49,3,1,8,20,11,3,18,45,1,1,0,1,2
1887,1989,samueju01,1450000,3026418.952,133,3440,339,6,4,3,NYN,NL,86,333,37,76,13,1,3,28,31,9,24,75,1,10,2,1,5
1888,1989,thondi01,600000,1252311.29,118,3072,174,380,16,65,PHI,NL,136,435,45,118,18,4,15,60,6,3,33,81,6,0,1,3,6
1889,1989,bellira01,225000,469616.7339,47,1256,71,138,3,20,PIT,NL,67,154,10,33,4,0,0,8,5,2,8,22,2,0,3,0,1
1890,1989,bellja01,85000,177410.7661,70,1948,109,197,10,41,PIT,NL,78,271,33,70,13,3,2,27,5,3,19,47,0,1,10,2,9
1891,1989,bondsba01,360000,751386.7742,146,4014,365,14,6,1,PIT,NL,159,580,96,144,34,6,19,58,32,10,93,93,22,1,1,4,9
1892,1989,bonilbo01,740000,1544517.258,161,4355,190,334,35,37,PIT,NL,163,616,96,173,37,10,24,86,8,8,76,93,20,1,0,5,10
1893,1989,breamsi01,510000,1064464.597,13,287,111,7,1,5,PIT,NL,19,36,3,8,3,0,0,4,0,4,12,10,0,0,2,0,0
1894,1989,cangejo01,152500,318295.7863,23,684,71,1,2,0,PIT,NL,112,160,18,35,4,2,0,9,11,8,35,20,2,3,1,2,1
1895,1989,distebe01,85000,177410.7661,31,897,305,16,6,21,PIT,NL,96,154,12,38,8,0,2,15,1,0,17,30,3,3,2,0,6
1896,1989,hatchbi01,495000,1033156.815,112,3051,250,1,2,1,HOU,NL,108,395,49,90,15,3,3,44,22,6,30,53,2,1,3,4,3
1897,1989,hatchbi01,495000,1033156.815,112,3051,250,1,2,1,PIT,NL,27,86,10,21,4,0,1,7,2,1,0,9,0,1,0,0,1
1898,1989,kingje01,68000,141928.6129,55,1467,403,59,4,36,PIT,NL,75,215,31,42,13,3,5,19,4,2,20,34,1,2,2,4,3
1899,1989,lavalmi01,482500,1007066.996,59,1568,306,24,3,3,PIT,NL,68,190,15,60,10,0,2,23,0,2,29,24,7,0,4,0,4
1900,1989,lindjo01,180000,375693.3871,143,3903,309,438,18,81,PIT,NL,153,578,52,134,21,3,2,48,15,1,39,64,7,2,13,5,13
1901,1989,oberkke01,725000,1513209.476,25,797,131,47,4,11,PIT,NL,14,40,2,5,1,0,0,2,0,0,2,2,0,0,1,1,0
1902,1989,oberkke01,725000,1513209.476,25,797,131,47,4,11,SFN,NL,83,116,17,37,5,1,2,15,0,1,8,8,0,2,1,2,4
1903,1989,ortizju01,300000,626155.6452,65,1783,334,32,2,2,PIT,NL,91,230,16,50,6,1,1,22,2,2,20,20,4,2,3,3,9
1904,1989,redusga01,500000,1043592.742,73,1971,583,55,9,43,PIT,NL,98,279,42,79,18,7,6,33,25,6,40,51,3,1,1,3,5
1905,1989,reynorj01,425000,887053.8306,83,2312,200,6,2,3,PIT,NL,125,363,45,98,16,2,6,48,22,5,34,66,8,1,1,4,13
1906,1989,vanslan01,2150000,4487448.79,118,3210,344,9,4,6,PIT,NL,130,476,64,113,18,9,9,53,16,4,47,100,3,3,1,4,13
1907,1989,wilsogl01,750000,1565389.113,108,2881,249,13,6,2,PIT,NL,100,330,42,93,20,4,9,49,1,4,32,39,5,1,0,5,8
1908,1989,wilsogl01,750000,1565389.113,108,2881,249,13,6,2,HOU,NL,28,102,8,22,6,0,2,15,0,1,5,14,0,0,0,1,3
1909,1989,abnersh01,77500,161756.875,23,734,67,0,0,0,SDN,NL,57,102,13,18,4,0,2,14,1,0,5,20,2,0,0,1,1
1910,1989,alomaro01,150000,313077.8226,157,4198,341,472,28,91,SDN,NL,158,623,82,184,27,1,7,56,42,17,53,76,4,1,17,8,10
1911,1989,clarkja01,2000000,4174370.968,141,3578,1157,89,15,99,SDN,NL,142,455,76,110,19,1,26,94,6,2,132,145,18,1,0,5,10
1912,1989,corajo01,77500,161756.875,3,123,11,15,2,3,SDN,NL,12,19,5,6,1,0,0,1,1,0,1,0,0,0,0,0,0
1913,1989,flannti01,400000,834874.1935,29,667,14,56,6,3,SDN,NL,73,130,9,30,5,0,0,8,2,0,13,20,0,0,1,1,2
1914,1989,gwynnto01,1141667,2382870.79,157,4138,353,13,6,1,SDN,NL,158,604,82,203,27,7,4,62,40,16,56,30,16,1,11,7,12
1915,1989,jacksda03,90000,187846.6935,40,1259,121,5,5,4,CHN,NL,45,83,7,19,4,0,1,8,1,2,6,17,1,0,0,0,1
1916,1989,jacksda03,90000,187846.6935,40,1259,121,5,5,4,SDN,NL,25,87,10,18,3,0,3,12,0,2,7,17,4,0,0,2,1
1917,1989,krukjo01,450000,939233.4677,98,2433,212,9,4,4,SDN,NL,31,76,7,14,0,0,3,6,0,0,17,14,0,0,1,0,5
1918,1989,krukjo01,450000,939233.4677,98,2433,212,9,4,4,PHI,NL,81,281,46,93,13,6,5,38,3,0,27,39,2,0,1,3,5
1919,1989,martica01,490000,1022720.887,62,1720,225,18,2,11,SDN,NL,111,267,23,59,12,2,6,39,0,0,32,54,3,0,0,2,12
1920,1989,parenma01,100000,208718.5484,36,992,246,17,0,2,SDN,NL,52,141,12,27,4,0,7,21,1,0,8,34,2,0,1,4,5
1921,1989,readyra01,370000,772258.629,62,1626,80,72,9,13,SDN,NL,28,67,4,17,2,1,0,5,0,0,11,6,0,0,1,1,2
1922,1989,readyra01,370000,772258.629,62,1626,80,72,9,13,PHI,NL,72,187,33,50,11,1,8,21,4,3,31,31,0,2,0,3,2
1923,1989,roberbi01,74000,154451.7258,79,2138,134,113,9,17,SDN,NL,117,329,81,99,15,8,3,25,21,11,49,45,0,1,6,2,3
1924,1989,salazlu01,400000,834874.1935,74,2274,79,154,10,19,SDN,NL,95,246,27,66,7,2,8,22,1,3,11,44,3,1,7,0,4
1925,1989,salazlu01,400000,834874.1935,74,2274,79,154,10,19,CHN,NL,26,80,7,26,5,0,1,12,0,1,4,13,0,0,0,0,2
1926,1989,santibe01,345000,720078.9919,122,3263,685,81,20,10,SDN,NL,129,462,50,109,16,3,16,62,11,6,26,89,6,1,3,2,9
1927,1989,templga01,700000,1461029.839,136,3579,232,409,20,74,SDN,NL,142,506,43,129,26,3,6,40,1,3,23,80,12,0,4,3,15
1928,1989,wynnema01,350000,730514.9194,78,2296,177,7,6,2,SDN,NL,105,294,19,74,11,1,6,35,4,1,12,41,1,1,6,1,3
1929,1989,wynnema01,350000,730514.9194,78,2296,177,7,6,2,CHN,NL,20,48,8,9,2,1,1,4,2,0,1,7,1,1,1,0,0
1930,1989,balbost01,800000,1669748.387,15,411,150,7,1,15,NYA,AL,110,300,33,71,12,2,17,59,0,0,25,67,5,3,0,6,10
1931,1989,bradlsc01,330000,688771.2097,64,1730,400,26,4,6,SEA,AL,103,270,21,74,16,0,3,37,1,1,21,23,4,1,1,6,5
1932,1989,brilegr01,68000,141928.6129,96,2565,197,38,9,7,SEA,AL,115,394,52,105,22,4,13,52,11,5,39,82,1,5,1,5,9
